"","id","agencyID","Name.en","Name.lt","Description.en","Description.lt","version","uri","urn","isExternalReference","isFinal","validFrom","validTo","dsdRef"
"61","S1R073_M8030306","LSD","S1R073 - Stock of precious metals at the end of the year","S1R073 - Tauriøjø metalø atsargos metø pabaigoje","Economic activity (NACE Rev. 2) | Precious metal (1995 - 2015) (Not be renewed)","Ekonominës veiklos rûðis (EVRK 2 red.) | Tauriojo metalo rûðis (1995 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R073_M8030306(1.0)",FALSE,FALSE,NA,NA,"M8030306"
"62","S1R074_M8030303","LSD","S1R074 - Precious metal consumption","S1R074 - Tauriøjø metalø sunaudojimas","Precious metal (1991 - 2015) (Not be renewed)","Tauriojo metalo rûðis (1991 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R074_M8030303(1.0)",FALSE,FALSE,NA,NA,"M8030303"
"63","S1R074_M8030305","LSD","S1R074 - Precious metal consumption","S1R074 - Tauriøjø metalø sunaudojimas","Consumption | Precious metal (1995 - 2015) (Not be renewed)","Sunaudojimas | Tauriojo metalo rûðis (1995 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R074_M8030305(1.0)",FALSE,FALSE,NA,NA,"M8030305"
"64","S1R074_M8030306","LSD","S1R074 - Precious metal consumption","S1R074 - Tauriøjø metalø sunaudojimas","Economic activity (NACE Rev. 2) | Precious metal (1995 - 2015) (Not be renewed)","Ekonominës veiklos rûðis (EVRK 2 red.) | Tauriojo metalo rûðis (1995 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R074_M8030306(1.0)",FALSE,FALSE,NA,NA,"M8030306"
"65","S1R075_M8010701","LSD","S1R075 - Air emissions","S1R075 - Terðalø iðmetimas á atmosferà","Air pollutant | Economic activity (NACE Rev. 1.1) (1998 - 2008) (Not be renewed)","Ekonominës veiklos rûðis (EVRK 1.1 red.) | Terðalai (1998 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R075_M8010701(1.0)",FALSE,FALSE,NA,NA,"M8010701"
"66","S1R075_M8010704","LSD","S1R075 - Air emissions","S1R075 - Terðalø iðmetimas á atmosferà","Air pollutant | Economic activity (NACE Rev. 2) (2008 - 2016) (Was renewed: 2018-11-12)","Ekonominës veiklos rûðis (EVRK 2 red.) | Terðalai (2008 - 2016) (Atnaujinta: 2018-11-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R075_M8010704(1.0)",FALSE,FALSE,NA,NA,"M8010704"
"67","S1R076_M8010401","LSD","S1R076 - Air emissions from stationary sources","S1R076 - Terðalø iðmetimas á atmosferà ið stacionariø tarðos ðaltiniø","Administrative territory | Air pollutant | Expression of quantity (1995 - 2017) (Not be renewed)","Administracinë teritorija | Kiekio iðraiðka | Terðalai (1995 - 2017) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R076_M8010401(1.0)",FALSE,FALSE,NA,NA,"M8010401"
"68","S1R077_M8010602","LSD","S1R077 - Direct material input","S1R077 - Tiesioginës medþiagø sànaudos","Total (2000 - 2017) (Was renewed: 2018-11-16)","Suminis (2000 - 2017) (Atnaujinta: 2018-11-16)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R077_M8010602(1.0)",FALSE,FALSE,NA,NA,"M8010602"
"69","S1R078_M8010302","LSD","S1R078 - Discharge of municipal, domestic and industrial wastewater into surface waters","S1R078 - Ûkio, buities ir gamybos nuotekø iðleidimas á pavirðinius vandenis","Administrative territory | Clean up (1995 - 2017) (Was renewed: 2018-12-31)","Administracinë teritorija | Iðvalymas (1995 - 2017) (Atnaujinta: 2018-12-31)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R078_M8010302(1.0)",FALSE,FALSE,NA,NA,"M8010302"
"70","S1R079_M8010301","LSD","S1R079 - Water consumption","S1R079 - Vandens sunaudojimas","Administrative territory | Consumption | Purpose (1995 - 2017) (Was renewed: 2018-12-31)","Administracinë teritorija | Paskirtis | Sunaudojimas (1995 - 2017) (Atnaujinta: 2018-12-31)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R079_M8010301(1.0)",FALSE,FALSE,NA,NA,"M8010301"
"71","S1R080_M8011002","LSD","S1R080 - Consumers' environmentally related taxes","S1R080 - Su aplinka susijæ vartotojø mokesèiai","Consumer | Taxe (2004 - 2016) (Was renewed: 2018-11-12)","Mokestis | Vartotojas (2004 - 2016) (Atnaujinta: 2018-11-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R080_M8011002(1.0)",FALSE,FALSE,NA,NA,"M8011002"
"72","S1R081_M8020411_1","LSD","S1R081 - Average heated dwelling area","S1R081 - Vidutinis apðildomas plotas bûste","Type of house (2009 - 2009) (Not be renewed)","Namo tipas (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R081_M8020411_1(1.0)",FALSE,FALSE,NA,NA,"M8020411_1"
"73","S1R081_M8020412_1","LSD","S1R081 - Average heated dwelling area","S1R081 - Vidutinis apðildomas plotas bûste","Place of residence (2009 - 2009) (Not be renewed)","Gyvenamoji vietovë (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R081_M8020412_1(1.0)",FALSE,FALSE,NA,NA,"M8020412_1"
"74","S1R082_M8020411_2","LSD","S1R082 - Average number of occupants per dwelling","S1R082 - Vidutinis bûste gyvenanèiø asmenø skaièius","Type of house (2009 - 2009) (Not be renewed)","Namo tipas (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R082_M8020411_2(1.0)",FALSE,FALSE,NA,NA,"M8020411_2"
"75","S1R082_M8020412_2","LSD","S1R082 - Average number of occupants per dwelling","S1R082 - Vidutinis bûste gyvenanèiø asmenø skaièius","Place of residence (2009 - 2009) (Not be renewed)","Gyvenamoji vietovë (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R082_M8020412_2(1.0)",FALSE,FALSE,NA,NA,"M8020412_2"
"76","S1R083_M8020423","LSD","S1R083 - Average energy consumption per dwelling","S1R083 - Vidutinis bûste suvartotas energijos kiekis","Fuel and energy (2009 - 2009) (Not be renewed)","Kuro ir energijos rûðis (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R083_M8020423(1.0)",FALSE,FALSE,NA,NA,"M8020423"
"77","S1R083_M8020432","LSD","S1R083 - Average energy consumption per dwelling","S1R083 - Vidutinis bûste suvartotas energijos kiekis","Fuel and energy | Type of dwelling (2009 - 2009) (Not be renewed)","Bûsto tipas | Kuro ir energijos rûðis (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R083_M8020432(1.0)",FALSE,FALSE,NA,NA,"M8020432"
"78","S1R083_M8020401","LSD","S1R083 - Average energy consumption per dwelling","S1R083 - Vidutinis bûste suvartotas energijos kiekis","Total (2009 - 2009) (Not be renewed)","Suminis (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R083_M8020401(1.0)",FALSE,FALSE,NA,NA,"M8020401"
"79","S1R083_M8020433","LSD","S1R083 - Average energy consumption per dwelling","S1R083 - Vidutinis bûste suvartotas energijos kiekis","Fuel and energy (2009 - 2009) (Not be renewed)","Kuro ir energijos rûðis (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R083_M8020433(1.0)",FALSE,FALSE,NA,NA,"M8020433"
"80","S1R084_M8020417","LSD","S1R084 - Average age of electrical appliances","S1R084 - Vidutinis elektros prietaisø amþius","Electrical appliance (2009 - 2009) (Not be renewed)","Elektros prietaisas (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R084_M8020417(1.0)",FALSE,FALSE,NA,NA,"M8020417"
"81","S1R085_M8030301","LSD","S1R085 - Change in stocks of materials and raw materials","S1R085 - Þaliavø ir medþiagø atsargø  pasikeitimas","Raw materials (1996 - 2009) (Not be renewed)","Þaliavø ir medþiagø rûðis (1996 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R085_M8030301(1.0)",FALSE,FALSE,NA,NA,"M8030301"
"82","S2R001_M1010201_3","LSD","S2R001 - Frost line","S2R001 - Didþiausias dirvoþemio áðalimo gylis","City / town (1990 - 2017) (Was renewed: 2018-06-27)","Miestas (1990 - 2017) (Atnaujinta: 2018-06-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S2R001_M1010201_3(1.0)",FALSE,FALSE,NA,NA,"M1010201_3"
"83","S2R002_M1010201_2","LSD","S2R002 - Annual precipitation","S2R002 - Krituliai per metus","City / town (1990 - 2017) (Was renewed: 2018-06-27)","Miestas (1990 - 2017) (Atnaujinta: 2018-06-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S2R002_M1010201_2(1.0)",FALSE,FALSE,NA,NA,"M1010201_2"
"84","S2R003_M1010201_1","LSD","S2R003 - Average temperature","S2R003 - Vidutinë temperatûra","City / town (1990 - 2017) (Was renewed: 2018-06-27)","Miestas (1990 - 2017) (Atnaujinta: 2018-06-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S2R003_M1010201_1(1.0)",FALSE,FALSE,NA,NA,"M1010201_1"
"85","S2R004_M1010201_3","LSD","S2R004 - Average snow depth (the biggest in winter)","S2R004 - Vidutinis sniego dangos storis didþiausias þiemà","City / town (1990 - 2017) (Was renewed: 2018-06-27)","Miestas (1990 - 2017) (Atnaujinta: 2018-06-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S2R004_M1010201_3(1.0)",FALSE,FALSE,NA,NA,"M1010201_3"
"86","S3R001_M3110104","LSD","S3R001 - School-leavers and graduates who continue studies in the same year","S3R001 - Abiturientai ir absolventai, tais paèiais metais tæsiantys mokslus","Educational institution, in which he(or she) is continuing studies | Graduated educational establishment (2000 - 2018) (Was renewed: 2019-05-22)","Baigta mokymo ástaiga | Mokymo ástaiga, kurioje tæsia mokslus (2000 - 2018) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R001_M3110104(1.0)",FALSE,FALSE,NA,NA,"M3110104"
"87","S3R002_M3140501","HI","S3R002 - Number of abortions","S3R002 - Abortø skaièius","Age | Cause reason (1997 - 2017) (Was renewed: 2018-07-20)","Amþius | Prieþastis (1997 - 2017) (Atnaujinta: 2018-07-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=HI:S3R002_M3140501(1.0)",FALSE,FALSE,NA,NA,"M3140501"
"88","S3R003_M3030101_1","LSD","S3R003 - Activity rate","S3R003 - Darbo jëgos aktyvumo lygis","Age | Place of residence | Sex (1998K2 - 2019K1) (Was renewed: 2019-05-17)","Amþius (tikslinës amþiaus grupës) | Gyvenamoji vietovë | Lytis (1998K2 - 2019K1) (Atnaujinta: 2019-05-17)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R003_M3030101_1(1.0)",FALSE,FALSE,NA,NA,"M3030101_1"
"89","S3R003_M3030901_1","LSD","S3R003 - Activity rate","S3R003 - Darbo jëgos aktyvumo lygis","Age | Place of residence | Sex (1998 - 2018) (Was renewed: 2019-03-13)","Amþius (tikslinës amþiaus grupës) | Gyvenamoji vietovë | Lytis (1998 - 2018) (Atnaujinta: 2019-03-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R003_M3030901_1(1.0)",FALSE,FALSE,NA,NA,"M3030901_1"
"90","S3R003_M3030902_2","LSD","S3R003 - Activity rate","S3R003 - Darbo jëgos aktyvumo lygis","Age (15–64) | Counties | Sex (1998 - 2018) (Was renewed: 2019-03-13)","Amþius (15–64) | Apskritys | Lytis (1998 - 2018) (Atnaujinta: 2019-03-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R003_M3030902_2(1.0)",FALSE,FALSE,NA,NA,"M3030902_2"
"91","S3R003_M3030905_2","LSD","S3R003 - Activity rate","S3R003 - Darbo jëgos aktyvumo lygis","Age (5 year groups) | Sex (1998 - 2018) (Was renewed: 2019-03-13)","Amþius (5 m. amþiaus grupës) | Lytis (1998 - 2018) (Atnaujinta: 2019-03-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R003_M3030905_2(1.0)",FALSE,FALSE,NA,NA,"M3030905_2"
"92","S3R003_M3030912","LSD","S3R003 - Activity rate","S3R003 - Darbo jëgos aktyvumo lygis","Age (15–64) | Education | Major cities | Sex (2005 - 2018) (Was renewed: 2019-03-13)","Amþius (15–64) | Didieji miestai | Iðsilavinimas | Lytis (2005 - 2018) (Atnaujinta: 2019-03-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R003_M3030912(1.0)",FALSE,FALSE,NA,NA,"M3030912"
"93","S3R004_M3210107","LSD","S3R004 - Proportion of pupils aged 15–16 consuming alcohol","S3R004 - Alkoholinius gërimus vartojanèiø 15–16 metø amþiaus mokiniø dalis","Sex (1995 - 2015) (Was renewed: 2017-05-30)","Lytis (1995 - 2015) (Atnaujinta: 2017-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R004_M3210107(1.0)",FALSE,FALSE,NA,NA,"M3210107"
"94","S3R005_M3210101","LSD","S3R005 - Exports of alcoholic beverages","S3R005 - Alkoholiniø gërimø eksportas","Alcoholic beverages (2000 - 2018) (Was renewed: 2019-05-30)","Alkoholiniai gërimai (2000 - 2018) (Atnaujinta: 2019-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R005_M3210101(1.0)",FALSE,FALSE,NA,NA,"M3210101"
"95","S3R006_M3210101","LSD","S3R006 - Production of alcoholic beverages","S3R006 - Alkoholiniø gërimø gamyba","Alcoholic beverages (2000 - 2018) (Was renewed: 2019-05-30)","Alkoholiniai gërimai (2000 - 2018) (Atnaujinta: 2019-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R006_M3210101(1.0)",FALSE,FALSE,NA,NA,"M3210101"
"96","S3R007_M3210101","LSD","S3R007 - Imports of alcoholic beverages","S3R007 - Alkoholiniø gërimø importas","Alcoholic beverages (2000 - 2018) (Was renewed: 2019-05-30)","Alkoholiniai gërimai (2000 - 2018) (Atnaujinta: 2019-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R007_M3210101(1.0)",FALSE,FALSE,NA,NA,"M3210101"
"97","S3R008_M3210103","LSD","S3R008 - Retail prices of alcoholic beverages","S3R008 - Alkoholiniø gërimø maþmeninës kainos","Alcoholic beverages (2000 - 2018) (Was renewed: 2019-05-30)","Alkoholiniai gërimai (2000 - 2018) (Atnaujinta: 2019-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R008_M3210103(1.0)",FALSE,FALSE,NA,NA,"M3210103"
"98","S3R009_M3210104","LSD","S3R009 - Price changes of alcoholic beverages, compared to previous period","S3R009 - Alkoholiniø gërimø maþmeniniø kainø pokyèiai, palyginti su ankstesniu laikotarpiu","Alcoholic beverages (2000 - 2018) (Was renewed: 2019-05-30)","Alkoholiniai gërimai (2000 - 2018) (Atnaujinta: 2019-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R009_M3210104(1.0)",FALSE,FALSE,NA,NA,"M3210104"
"99","S3R010_M3210102_1","LSD","S3R010 - Sale of alcoholic beverages in trade and catering enterprises","S3R010 - Alkoholiniø gërimø pardavimas prekybos ir maitinimo ámonëse","Alcoholic beverages (2000 - 2018) (Was renewed: 2019-05-30)","Alkoholiniai gërimai (2000 - 2018) (Atnaujinta: 2019-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R010_M3210102_1(1.0)",FALSE,FALSE,NA,NA,"M3210102_1"
"100","S3R011_M3140101","HI","S3R011 - Number of outpatient care institutions under the Ministry of Health","S3R011 - Ambulatoriniø sveikatos prieþiûros ástaigø skaièius SAM sistemoje","Administrative territory (1998 - 2015) (Not be renewed)","Administracinë teritorija (1998 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=HI:S3R011_M3140101(1.0)",FALSE,FALSE,NA,NA,"M3140101"
"101","S3R012_M3161401_1","LSD","S3R012 - Number of days of State social insurance sickness benefit paid","S3R012 - Apmokëtø valstybinio socialinio draudimo ligos paðalpos dienø skaièius","Administrative territory (2005 - 2017) (Was renewed: 2018-07-27)","Administracinë teritorija (2005 - 2017) (Atnaujinta: 2018-07-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R012_M3161401_1(1.0)",FALSE,FALSE,NA,NA,"M3161401_1"
"102","S3R013_M3140201_2","HI","S3R013 - Number of visits to physicians and dentists","S3R013 - Apsilankymø pas gydytojus ir odontologus skaièius","Specialization (1994 - 2017) (Was renewed: 2018-08-17)","Specializacija (1994 - 2017) (Atnaujinta: 2018-08-17)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=HI:S3R013_M3140201_2(1.0)",FALSE,FALSE,NA,NA,"M3140201_2"
"103","S3R014_M3140202_1","HI","S3R014 - Number of visits to outpatient clinics","S3R014 - Apsilankymø poliklinikose ir ambulatorijose skaièius","Administrative territory (1995 - 2015) (Not be renewed)","Administracinë teritorija (1995 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=HI:S3R014_M3140202_1(1.0)",FALSE,FALSE,NA,NA,"M3140202_1"
"104","S3R015_M3130112_2","LSD","S3R015 - Archive documents (paper)","S3R015 - Archyviniai dokumentai (popieriniai)","Total (1995 - 2018) (Was renewed: 2019-04-25)","Suminis (1995 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R015_M3130112_2(1.0)",FALSE,FALSE,NA,NA,"M3130112_2"
"105","S3R016_M3130111_1","LSD","S3R016 - Archive staff","S3R016 - Archyvø darbuotojø skaièius","Total (1995 - 2018) (Was renewed: 2019-04-25)","Suminis (1995 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R016_M3130111_1(1.0)",FALSE,FALSE,NA,NA,"M3130111_1"
"106","S3R017_M3130111_2","LSD","S3R017 - Number of archives","S3R017 - Archyvø skaièius","Total (1995 - 2018) (Was renewed: 2019-04-25)","Suminis (1995 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R017_M3130111_2(1.0)",FALSE,FALSE,NA,NA,"M3130111_2"
"107","S3R018_M3161118_1","LSD","S3R018 - Persons admitted to care institutions and continuing care retirement communities for the adults","S3R018 - Asmenys, atvykæ á globos ástaigas ir savarankiðko gyvenimo namus suaugusiems asmenims","Place of arrival | Type of institution by the founder (2006 - 2018) (Was renewed: 2019-04-30)","Atvykimo vieta | Ástaigos rûðis pagal steigëjà (2006 - 2018) (Atnaujinta: 2019-04-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R018_M3161118_1(1.0)",FALSE,FALSE,NA,NA,"M3161118_1"
"108","S3R019_M3080216","LSD","S3R019 - Persons living in households which cannot afford durable goods","S3R019 - Asmenys, gyvenantys namø ûkiuose, neturinèiuose ilgalaikio naudojimo daiktø dël lëðø stokos","Durable goods | Place of residence (2005 - 2018) (Was renewed: 2019-04-12)","Gyvenamoji vietovë | Ilgalaikio naudojimo prietaisas (2005 - 2018) (Atnaujinta: 2019-04-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R019_M3080216(1.0)",FALSE,FALSE,NA,NA,"M3080216"
"109","S3R019_M3080218","LSD","S3R019 - Persons living in households which cannot afford durable goods","S3R019 - Asmenys, gyvenantys namø ûkiuose, neturinèiuose ilgalaikio naudojimo daiktø dël lëðø stokos","Durable goods | Income quintile groups (2005 - 2017) (Was renewed: 2018-08-24)","Ilgalaikio naudojimo prietaisas | Pajamø kvintilinës grupës (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R019_M3080218(1.0)",FALSE,FALSE,NA,NA,"M3080218"
"110","S3R019_M3080217","LSD","S3R019 - Persons living in households which cannot afford durable goods","S3R019 - Asmenys, gyvenantys namø ûkiuose, neturinèiuose ilgalaikio naudojimo daiktø dël lëðø stokos","Durable goods | Type of household (2005 - 2018) (Was renewed: 2019-04-11)","Ilgalaikio naudojimo prietaisas | Namø ûkio tipas (2005 - 2018) (Atnaujinta: 2019-04-11)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R019_M3080217(1.0)",FALSE,FALSE,NA,NA,"M3080217"
"111","S3R019_M3080219","LSD","S3R019 - Persons living in households which cannot afford durable goods","S3R019 - Asmenys, gyvenantys namø ûkiuose, neturinèiuose ilgalaikio naudojimo daiktø dël lëðø stokos","Counties | Durable goods (2005 - 2018) (Was renewed: 2019-04-12)","Apskritys | Ilgalaikio naudojimo prietaisas (2005 - 2018) (Atnaujinta: 2019-04-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R019_M3080219(1.0)",FALSE,FALSE,NA,NA,"M3080219"
"112","S3R019_M3080233","LSD","S3R019 - Persons living in households which cannot afford durable goods","S3R019 - Asmenys, gyvenantys namø ûkiuose, neturinèiuose ilgalaikio naudojimo daiktø dël lëðø stokos","Above/below the at-risk-of-poverty threshold | Durable goods (2005 - 2017) (Was renewed: 2018-08-24)","Aukðèiau/þemiau skurdo rizikos ribos | Ilgalaikio naudojimo prietaisas (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R019_M3080233(1.0)",FALSE,FALSE,NA,NA,"M3080233"
